# Fecha,IDI
2020-07-09,0.00103487
2020-07-10,0.00104627
2020-07-13,0.00105598
2020-07-14,0.00106044
2020-07-15,0.00107459
2020-07-16,0.00108038
2020-07-17,0.00109426
2020-07-20,0.00110813
2020-07-21,0.00111888
2020-07-22,0.00113301
2020-07-23,0.00115971
2020-07-27,0.00118298
2020-07-28,0.00119807
2020-07-29,0.00122019
2020-07-30,0.00122068
2020-07-31,0.00126313
2020-08-03,0.00126671
2020-08-04,0.00128365
2020-08-05,0.00128614
2020-08-06,0.00129849
2020-08-07,0.00132506
2020-08-10,0.00135932
2020-08-11,0.0013914
2020-08-12,0.00138907
2020-08-13,0.00138848
2020-08-14,0.00140493
2020-08-17,0.00144056
2020-08-18,0.00141915
2020-08-19,0.00143015
2020-08-20,0.00145089
2020-08-21,0.00148398
2020-08-24,0.00149334
2020-08-25,0.00149728
2020-08-26,0.00150575
2020-08-27,0.00152947
2020-08-28,0.00154779
2020-08-31,0.00158701
2020-09-01,0.00160235
2020-09-02,0.00161117
2020-09-03,0.0016379
2020-09-04,0.00165627
2020-09-07,0.00170835
2020-09-08,0.00173921
2020-09-09,0.00175442
2020-09-10,0.00176254
2020-09-11,0.0017642
2020-09-15,0.00177549
2020-09-16,0.001789
2020-09-17,0.00179046
2020-09-18,0.00180562
2020-09-21,0.00182962
2020-09-22,0.00183488
2020-09-23,0.00189138
2020-09-24,0.0019171
2020-09-25,0.00195263
2020-09-28,0.00202588
2020-09-29,0.00205919
2020-09-30,0.00210552
2020-10-01,0.00213489
2020-10-02,0.00213673
2020-10-05,0.00214389
2020-10-06,0.00214024
2020-10-07,0.00215467
2020-10-08,0.00215939
2020-10-09,0.00220054
2020-10-13,0.0022113
2020-10-14,0.00221417
2020-10-15,0.00220354
2020-10-16,0.0022042
2020-10-19,0.00221393
2020-10-20,0.00222597
2020-10-21,0.00223386
2020-10-22,0.00223543
2020-10-23,0.00224869
2020-10-26,0.00226073
2020-10-27,0.0022699
2020-10-28,0.00230362
2020-10-29,0.00238687
2020-10-30,0.00247646
2020-11-02,0.00253777
2020-11-03,0.0025223
2020-11-04,0.00252872
2020-11-05,0.00253388
2020-11-06,0.00257882
2020-11-09,0.00261728
2020-11-10,0.0026191
2020-11-11,0.00268131
2020-11-12,0.00279463
2020-11-13,0.00296992
2020-11-16,0.00315984
2020-11-17,0.00325952
2020-11-18,0.00328036
2020-11-19,0.00333013
2020-11-20,0.00347458
2020-11-24,0.00382328
2020-11-25,0.00448678
2020-11-26,0.00452475
2020-11-27,0.00476273
2020-11-30,0.0050644
2020-12-01,0.00513736
2020-12-02,0.00508413
2020-12-03,0.00493981
2020-12-04,0.00503098
2020-12-07,0.00531008
2020-12-08,0.00530106
2020-12-09,0.00528643
2020-12-10,0.00527969
2020-12-11,0.00530133
2020-12-15,0.00539468
2020-12-16,0.00531685
2020-12-17,0.00525778
2020-12-18,0.00513599
2020-12-21,0.00519392
2020-12-22,0.00522805
2020-12-23,0.00519922
2020-12-28,0.005074
2020-12-29,0.00506803
2020-12-30,0.00532435
2021-01-04,0.00541303
2021-01-05,0.00545005
2021-01-06,0.00574448
2021-01-07,0.0060193
2021-01-08,0.00644197
2021-01-12,0.00717815
2021-01-13,0.00735664
2021-01-14,0.00731175
2021-01-15,0.00733496
2021-01-19,0.00757265
2021-01-20,0.00760388
2021-01-21,0.00763351
2021-01-22,0.00807544
2021-01-25,0.00850071
2021-01-26,0.00846793
2021-01-27,0.00873503
2021-01-28,0.00891603
2021-01-29,0.00891562
2021-02-01,0.00890538
2021-02-02,0.00882582
2021-02-03,0.00875223
2021-02-04,0.00875085
2021-02-05,0.00893898
2021-02-08,0.00898306
2021-02-09,0.00886103
2021-02-10,0.00881876
2021-02-11,0.00874264
2021-02-12,0.00864442
2021-02-17,0.00844955
2021-02-18,0.00841528
2021-02-19,0.00841107
2021-02-22,0.00859285
2021-02-23,0.00881819
2021-02-24,0.00894517
2021-02-25,0.00915529
2021-02-26,0.00914898
2021-03-01,0.00912089
2021-03-02,0.00912208
2021-03-03,0.00910934
2021-03-04,0.00911811
2021-03-05,0.00916484
2021-03-08,0.00923612
2021-03-09,0.00923051
2021-03-10,0.00920035
2021-03-11,0.00916417
2021-03-12,0.00908735
2021-03-15,0.00903755
2021-03-16,0.0089335
2021-03-17,0.00890923
2021-03-18,0.008822
2021-03-22,0.00882452
2021-03-23,0.00890673
2021-03-24,0.00893656
2021-03-25,0.00902465
2021-03-26,0.00905908
2021-03-29,0.00924048
2021-03-30,0.00944142
2021-03-31,0.00962176
2021-04-05,0.00971524
2021-04-06,0.0101243
2021-04-07,0.01016275
2021-04-08,0.01031559
2021-04-09,0.01047464
2021-04-12,0.01093082
2021-04-13,0.01119807
2021-04-14,0.01141561
2021-04-15,0.01131871
2021-04-16,0.01164446
2021-04-20,0.01155544
2021-04-21,0.01206328
2021-04-22,0.01231199
2021-04-23,0.01225331
2021-04-26,0.0129452
2021-04-27,0.01330442
2021-04-28,0.01314555
2021-04-29,0.013321
2021-04-30,0.01342579
2021-05-03,0.01380088
2021-05-04,0.01367374
2021-05-05,0.01388685
2021-05-06,0.01401331
2021-05-07,0.01399211
2021-05-10,0.01392181
2021-05-11,0.01386784
2021-05-12,0.01381069
2021-05-13,0.01386033
2021-05-14,0.01422607
2021-05-17,0.01450393
2021-05-18,0.01433414
2021-05-19,0.01444607
2021-05-20,0.01479849
2021-05-21,0.01491141
2021-05-25,0.01488748
2021-05-26,0.01493842
2021-05-27,0.01501045
2021-05-28,0.01499296
2021-05-31,0.01515996
2021-06-01,0.01523281
2021-06-02,0.01523001
2021-06-03,0.01514266
2021-06-04,0.01516157
2021-06-07,0.01522377
2021-06-08,0.01520971
2021-06-09,0.01529116
2021-06-10,0.01527023
2021-06-11,0.01532021
2021-06-15,0.01525559
2021-06-16,0.0152195
2021-06-17,0.01518035
2021-06-18,0.01522324
2021-06-21,0.01534444
2021-06-22,0.01538697
2021-06-23,0.0155396
2021-06-25,0.01556354
2021-06-29,0.01562949
2021-06-30,0.01566457
2021-07-01,0.01574533
2021-07-02,0.01587109
2021-07-06,0.01584925
2021-07-07,0.01585832
2021-07-08,0.01587598
2021-07-09,0.01594128
2021-07-12,0.01601582
2021-07-13,0.01608993
2021-07-14,0.0162394
2021-07-15,0.0165816
2021-07-16,0.01683457
2021-07-19,0.01734737
2021-07-20,0.01769071
2021-07-21,0.01782965
2021-07-22,0.01815119
2021-07-23,0.01844938
2021-07-26,0.01850297
2021-07-27,0.01899753
2021-07-28,0.01950124
2021-07-29,0.01973489
2021-07-30,0.01947352
2021-08-02,0.01963228
2021-08-03,0.01964619
2021-08-04,0.01971763
2021-08-05,0.01973274
2021-08-06,0.01975518
2021-08-09,0.01989226
2021-08-10,0.01994875
2021-08-11,0.0200178
2021-08-12,0.02012806
2021-08-13,0.02011002
2021-08-16,0.02021818
2021-08-17,0.020096
2021-08-18,0.02019215
2021-08-19,0.01997316
2021-08-20,0.02015333
2021-08-23,0.02015939
2021-08-24,0.02018969
2021-08-25,0.02015054
2021-08-26,0.02027593
2021-08-27,0.02023955
2021-08-30,0.02021236
2021-08-31,0.02026225
2021-09-01,0.0201768
2021-09-02,0.02004521
2021-09-03,0.01998179
2021-09-06,0.01984319
2021-09-07,0.01991202
2021-09-08,0.01990713
2021-09-09,0.0199001
2021-09-10,0.01996914
2021-09-13,0.01983704
2021-09-14,0.01953629
2021-09-15,0.01971054
2021-09-16,0.01966959
2021-09-17,0.01979345
2021-09-20,0.01976029
2021-09-21,0.01976991
2021-09-22,0.01968444
2021-09-23,0.01971286
2021-09-24,0.0197556
2021-09-27,0.0200653
2021-09-28,0.02025357
2021-09-29,0.02023348
2021-10-04,0.02044451
2021-10-05,0.0204138
2021-10-06,0.02050669
2021-10-07,0.02036491
2021-10-08,0.02031407
2021-10-11,0.02035807
2021-10-13,0.02035367
2021-10-14,0.02044362
2021-10-15,0.02034731
2021-10-18,0.02023633
2021-10-19,0.02029402
2021-10-20,0.02032042
2021-10-21,0.02040891
2021-10-22,0.02058785
2021-10-25,0.02072327
2021-10-26,0.0208895
2021-10-27,0.0209951
2021-10-28,0.02114176
2021-10-29,0.02145319
2021-11-02,0.02140332
2021-11-03,0.02155879
2021-11-04,0.02170106
2021-11-05,0.02162577
2021-11-08,0.02173137
2021-11-09,0.02169617
2021-11-10,0.02175631
2021-11-11,0.02190151
2021-11-12,0.02186533
2021-11-15,0.0219064
2021-11-16,0.02194306
2021-11-17,0.02211907
2021-11-18,0.02214058
2021-11-19,0.0224212
2021-11-23,0.02221293
2021-11-24,0.02221196
2021-11-25,0.02231316
2021-11-26,0.02240507
2021-11-29,0.02256445
2021-11-30,0.02252729
2021-12-01,0.02259476
2021-12-02,0.02264658
2021-12-03,0.02272187
2021-12-06,0.02267494
2021-12-07,0.02265196
2021-12-08,0.02262703
2021-12-09,0.02267445
2021-12-10,0.02266174
2021-12-14,0.02267592
2021-12-15,0.0225928
2021-12-16,0.02252387
2021-12-17,0.0225532
2021-12-20,0.02256592
2021-12-21,0.02248965
2021-12-22,0.02249405
2021-12-23,0.02240556
2021-12-27,0.02241045
2021-12-28,0.02234347
2021-12-29,0.02238454
2021-12-30,0.0224388
2022-01-03,0.02247547
2022-01-04,0.02242902
2022-01-05,0.02250823
2022-01-06,0.02248965
2022-01-07,0.0225972
2022-01-11,0.02266761
2022-01-12,0.02270574
2022-01-13,0.02267494
2022-01-14,0.02266467
2022-01-18,0.02264365
2022-01-19,0.02263289
2022-01-20,0.02266761
2022-01-21,0.02256494
2022-01-24,0.02252338
2022-01-25,0.02243049
2022-01-26,0.02244565
2022-01-27,0.02240947
2022-01-28,0.02236987
2022-01-31,0.0222408
2022-02-01,0.02218409
2022-02-02,0.02213471
2022-02-03,0.02212151
2022-02-04,0.02212884
2022-02-07,0.02210733
2022-02-08,0.02203351
2022-02-09,0.02197191
2022-02-10,0.0219548
2022-02-11,0.02183013
2022-02-14,0.0218228
2022-02-15,0.02171182
2022-02-16,0.02171279
2022-02-17,0.02169177
2022-02-18,0.02152701
2022-02-21,0.02161306
2022-02-22,0.0215495
2022-02-23,0.02123123
2022-02-24,0.02145221
2022-02-25,0.02141603
2022-03-02,0.02144244
2022-03-03,0.02135346
2022-03-04,0.02135688
2022-03-07,0.02115252
2022-03-08,0.02117012
2022-03-09,0.02117892
2022-03-10,0.0211579
2022-03-11,0.0211711
2022-03-14,0.02064749
2022-03-15,0.02074038
2022-03-16,0.02087434
2022-03-17,0.02097554
2022-03-18,0.02099803
2022-03-21,0.0210655
2022-03-22,0.0210127
2022-03-23,0.02106696
2022-03-24,0.02115399
2022-03-25,0.02122732
2022-03-28,0.02133634
2022-03-29,0.02136128
2022-03-30,0.02136372
2022-03-31,0.02139941
2022-04-01,0.02141603
2022-04-04,0.02155146
2022-04-05,0.02157248
2022-04-06,0.02160328
2022-04-07,0.02157199
2022-04-08,0.02160377
2022-04-11,0.0216199
2022-04-12,0.02163262
2022-04-13,0.02168199
2022-04-18,0.02169422
2022-04-20,0.02172746
2022-04-21,0.02173088
2022-04-22,0.02169617
2022-04-25,0.0216947
2022-04-26,0.02170155
2022-04-27,0.02175093
2022-04-28,0.021836
2022-04-29,0.02193524
2022-05-02,0.02198315
2022-05-03,0.02203498
2022-05-04,0.02211124
2022-05-05,0.02223151
2022-05-06,0.02229605
2022-05-09,0.02237329
2022-05-10,0.02241191
2022-05-11,0.0225224
2022-05-12,0.02270036
2022-05-13,0.02306605
2022-05-16,0.02332272
2022-05-17,0.02339264
2022-05-18,0.02349042
2022-05-19,0.02362193
2022-05-20,0.02393238
2022-05-23,0.02417731
2022-05-24,0.02413576
2022-05-25,0.02424185
2022-05-26,0.02450732
2022-05-27,0.02458016
2022-05-31,0.02477132
2022-06-01,0.02476203
2022-06-02,0.02488768
2022-06-03,0.02503532
2022-06-06,0.02518444
2022-06-07,0.02519715
2022-06-08,0.02523235
2022-06-09,0.02541275
2022-06-10,0.0256836
2022-06-14,0.02596324
2022-06-15,0.0259652
2022-06-16,0.02622529
2022-06-17,0.0265025
2022-06-21,0.02672445
2022-06-22,0.02667996
2022-06-23,0.02674303
2022-06-27,0.02692686
2022-06-28,0.02678361
2022-06-29,0.02695326
2022-06-30,0.02705837
2022-07-01,0.02706961
2022-07-06,0.02715908
2022-07-07,0.02713366
2022-07-08,0.02725393
2022-07-11,0.02743775
2022-07-12,0.02737762
2022-07-13,0.02747295
2022-07-14,0.02765678
2022-07-15,0.02775798
2022-07-18,0.02786211
2022-07-19,0.02777069
2022-07-20,0.02787287
2022-07-21,0.02800634
2022-07-22,0.02801905
2022-07-25,0.02802687
2022-07-26,0.02796967
2022-07-27,0.02808994
2022-07-28,0.02821509
2022-07-29,0.02827572
2022-08-01,0.02832363
2022-08-02,0.02824296
2022-08-03,0.0283427
2022-08-04,0.02831092
2022-08-05,0.02855488
2022-08-08,0.02867954
2022-08-09,0.02860914
2022-08-10,0.02883012
2022-08-11,0.02896653
2022-08-12,0.02907995
2022-08-16,0.0292276
2022-08-17,0.02918702
2022-08-18,0.02921635
2022-08-19,0.02979422
2022-08-22,0.03021418
2022-08-23,0.03051486
2022-08-24,0.0307109
2022-08-25,0.0342945
2022-08-26,0.03830979
2022-08-29,0.03838166
2022-08-30,0.03823988
2022-08-31,0.03840415
2022-09-01,0.03858455
2022-09-02,0.03866082
2022-09-05,0.03893753
2022-09-06,0.03884122
2022-09-07,0.03902162
2022-09-08,0.03905242
2022-09-09,0.03912576
2022-09-12,0.03903091
2022-09-13,0.03899571
2022-09-14,0.03913114
2022-09-15,0.03925532
2022-09-16,0.039247
2022-09-19,0.03935994
2022-09-20,0.03924603
2022-09-21,0.03935407
2022-09-22,0.03958043
2022-09-23,0.03966892
2022-09-26,0.03968848
2022-09-27,0.03960928
2022-09-28,0.03980532
2022-09-29,0.0398327
2022-09-30,0.04000968
2022-10-03,0.04010697
2022-10-04,0.03994955
2022-10-05,0.04005173
2022-10-06,0.0401319
2022-10-07,0.04013924
2022-10-10,0.04025853
2022-10-11,0.04014462
2022-10-13,0.04042231
2022-10-14,0.04041693
2022-10-17,0.0406164
2022-10-18,0.04049906
2022-10-19,0.04096351
2022-10-20,0.04093027
2022-10-21,0.04103294
2022-10-25,0.04110432
2022-10-26,0.04111409
2022-10-27,0.04131552
2022-10-28,0.04168023
2022-11-01,0.04200486
2022-11-02,0.04191979
2022-11-03,0.04227033
2022-11-04,0.04235589
2022-11-07,0.04290149
2022-11-08,0.04268589
2022-11-09,0.0431655
2022-11-10,0.04366221
2022-11-11,0.04409684
2022-11-14,0.04543299
2022-11-15,0.04553224
2022-11-16,0.04609935
2022-11-17,0.04674567
2022-11-18,0.0478848
2022-11-22,0.04878534
2022-11-23,0.04883423
2022-11-24,0.05003642
2022-11-25,0.05089101
2022-11-28,0.0524369
2022-11-29,0.05283095
2022-11-30,0.05355598
2022-12-01,0.05416416
2022-12-02,0.05502413
2022-12-05,0.0571606
2022-12-06,0.05641357
2022-12-07,0.05798683
2022-12-08,0.06190141
2022-12-09,0.06647306
2022-12-13,0.06905687
2022-12-14,0.07218336
2022-12-15,0.07448507
2022-12-16,0.07612874
2022-12-19,0.07708306
2022-12-20,0.07822609
2022-12-21,0.07842752
2022-12-22,0.07909193
2022-12-23,0.08043443
2022-12-26,0.08099177
2022-12-27,0.08099324
2022-12-28,0.08214801
2022-12-29,0.08368509
2022-12-30,0.08447466
2023-01-02,0.0855028
2023-01-03,0.08584552
2023-01-04,0.08733763
2023-01-05,0.08772825
2023-01-06,0.08993023
2023-01-10,0.09100189
2023-01-11,0.09195719
2023-01-12,0.09314961
2023-01-13,0.09425109
2023-01-16,0.09509981
2023-01-17,0.09613529
2023-01-18,0.09764451
2023-01-19,0.09770317
2023-01-20,0.09922021
2023-01-23,0.1003564
2023-01-24,0.10136744
2023-01-25,0.10352053
2023-01-26,0.10422698
2023-01-27,0.10622265
2023-01-30,0.1074048
2023-01-31,0.10731827
2023-02-01,0.10938385
2023-02-02,0.10969869
2023-02-03,0.11088524
2023-02-06,0.11198721
2023-02-07,0.11317278
2023-02-08,0.11544125
2023-02-09,0.1164034
2023-02-10,0.1183052
2023-02-13,0.11831253
2023-02-14,0.11857213
2023-02-15,0.11901214
2023-02-16,0.11912018
2023-02-17,0.11922872
2023-02-22,0.11929716
2023-02-23,0.11924828
2023-02-24,0.11914756
2023-02-27,0.11937001
2023-02-28,0.11911187
2023-03-01,0.11909916
2023-03-02,0.11908058
2023-03-03,0.1190801
2023-03-06,0.11888356
2023-03-07,0.11867431
2023-03-08,0.11809595
2023-03-09,0.11816293
2023-03-10,0.11799475
2023-03-13,0.11804804
2023-03-14,0.11791261
2023-03-15,0.11733621
2023-03-16,0.11766572
2023-03-17,0.11794977
2023-03-20,0.11832915
2023-03-21,0.11840884
2023-03-22,0.11851542
2023-03-23,0.1183316
2023-03-24,0.11884689
2023-03-27,0.11929814
2023-03-28,0.11924974
2023-03-29,0.11936414
2023-03-30,0.11971761
2023-03-31,0.11976357
2023-04-03,0.11990437
2023-04-04,0.11972886
2023-04-05,0.11949272
2023-04-10,0.11972006
2023-04-11,0.1192517
2023-04-12,0.11964917
2023-04-13,0.11972006
2023-04-14,0.11998406
2023-04-17,0.12014051
2023-04-18,0.12007842
2023-04-20,0.12008869
2023-04-21,0.12015371
2023-04-24,0.12050473
2023-04-25,0.12033998
2023-04-26,0.12052869
2023-04-27,0.12042456
2023-04-28,0.12090563
2023-05-02,0.12100292
2023-05-03,0.12132217
2023-05-04,0.12160035
2023-05-05,0.12236987
2023-05-08,0.12250578
2023-05-09,0.1224168
2023-05-10,0.12282796
2023-05-11,0.1230993
2023-05-12,0.123927
2023-05-15,0.12435038
2023-05-16,0.12461487
2023-05-17,0.12539124
2023-05-18,0.12619449
2023-05-19,0.12663792
2023-05-23,0.12713953
2023-05-24,0.12711997
2023-05-25,0.12729353
2023-05-26,0.12774576
2023-05-29,0.1284395
2023-05-30,0.12835834
2023-05-31,0.12791393
2023-06-01,0.12841799
2023-06-02,0.12939675
2023-06-05,0.13002792
2023-06-06,0.12937377
2023-06-07,0.13020685
2023-06-08,0.13055348
2023-06-09,0.13130295
2023-06-13,0.13210425
2023-06-14,0.13208959
2023-06-15,0.13251639
2023-06-16,0.13285079
2023-06-20,0.13336071
2023-06-21,0.13324484
2023-06-22,0.13346827
2023-06-23,0.13465139
2023-06-26,0.13498189
2023-06-27,0.13501758
2023-06-28,0.13550011
2023-06-29,0.13609559
2023-06-30,0.13617968
2023-07-04,0.13696973
2023-07-06,0.13769623
2023-07-07,0.13824379
2023-07-10,0.13838068
2023-07-11,0.13790059
2023-07-12,0.13863491
2023-07-13,0.13861584
2023-07-14,0.13911794
2023-07-17,0.1398723
2023-07-18,0.14016368
2023-07-19,0.14086182
2023-07-20,0.14118743
2023-07-21,0.14173352
2023-07-25,0.1422058
2023-07-26,0.14228891
2023-07-27,0.14331461
2023-07-28,0.14327159
2023-07-31,0.14428262
2023-08-01,0.14424204
2023-08-02,0.14478765
2023-08-03,0.14547503
2023-08-04,0.14717786
2023-08-07,0.15147231
2023-08-08,0.15140337
2023-08-09,0.15204089
2023-08-10,0.15271899
2023-08-11,0.15329491
2023-08-15,0.15412456
2023-08-16,0.15404976
2023-08-17,0.15454794
2023-08-18,0.1552412
2023-08-21,0.15569978
2023-08-22,0.15563329
2023-08-23,0.15648494
2023-08-24,0.157319
2023-08-25,0.15789149
2023-08-28,0.15813056
2023-08-29,0.15858328
2023-08-30,0.15854075
2023-08-31,0.15892942
2023-09-01,0.15937187
2023-09-04,0.1604313
2023-09-05,0.16031886
2023-09-06,0.161039
2023-09-07,0.16188039
2023-09-08,0.16238982
2023-09-12,0.162998
2023-09-13,0.16298333
2023-09-14,0.16348738
2023-09-15,0.16381788
2023-09-18,0.1645654
2023-09-19,0.16460158
2023-09-20,0.16532514
2023-09-21,0.16540923
2023-09-22,0.16587661
2023-09-25,0.16618119
2023-09-26,0.16633813
2023-09-27,0.16668036
2023-09-28,0.16744988
2023-09-29,0.1676953
2023-10-02,0.16830398
2023-10-03,0.16851273
2023-10-04,0.16949248
2023-10-05,0.1697115
2023-10-06,0.16989044
2023-10-09,0.1704116
2023-10-10,0.17023267
2023-10-11,0.17033876
2023-10-13,0.17062476
2023-10-16,0.17051476
2023-10-17,0.17038373
2023-10-18,0.17019698
2023-10-19,0.17042969
2023-10-20,0.17042089
2023-10-23,0.17100512
2023-10-24,0.17099583
2023-10-25,0.17124908
2023-10-26,0.1712217
2023-10-27,0.17156246
2023-10-31,0.17173699
2023-11-01,0.17143241
2023-11-02,0.17186362
2023-11-03,0.17195602
2023-11-07,0.17226696
2023-11-08,0.17186655
2023-11-09,0.17231487
2023-11-10,0.17274705
2023-11-13,0.17292501
2023-11-14,0.17265221
2023-11-15,0.17298025
2023-11-16,0.17312154
2023-11-17,0.17321443
2023-11-20,0.17345008
2023-11-21,0.17331857
2023-11-22,0.17315968
2023-11-23,0.17302768
2023-11-24,0.17348626
2023-11-27,0.17356791
2023-11-28,0.17341488
2023-11-29,0.17345204
2023-11-30,0.17352782
2023-12-01,0.17362168
2023-12-04,0.17395169
2023-12-05,0.17366911
2023-12-06,0.17384022
2023-12-07,0.17403382
2023-12-08,0.17405533
2023-12-12,0.17416778
2023-12-13,0.1739116
2023-12-14,0.17417462
2023-12-15,0.17424356
2023-12-18,0.17465618
2023-12-19,0.17431054
2023-12-20,0.1746117
2023-12-21,0.17469187
2023-12-22,0.17496272
2023-12-26,0.17508983
2023-12-27,0.17493974
2023-12-28,0.17519446
2023-12-29,0.17566233
2024-01-02,0.17580313
2024-01-03,0.17535188
2024-01-04,0.17575571
2024-01-05,0.17617078
2024-01-08,0.17603389
2024-01-09,0.17570144
2024-01-10,0.17559682
2024-01-11,0.17572686
2024-01-12,0.17582073
2024-01-15,0.1761962
2024-01-16,0.17587695
2024-01-17,0.17622994
2024-01-18,0.17637416
2024-01-19,0.1766763
2024-01-22,0.17671541
2024-01-23,0.17654185
2024-01-24,0.17662741
2024-01-25,0.17658243
2024-01-26,0.17658194
2024-01-29,0.17698968
2024-01-30,0.17669536
2024-01-31,0.17699555
2024-02-01,0.17727373
2024-02-02,0.17715199
2024-02-05,0.17739986
2024-02-06,0.17724097
2024-02-07,0.17725173
2024-02-08,0.17716324
2024-02-09,0.1774292
2024-02-14,0.17755924
2024-02-15,0.17727764
2024-02-16,0.17734022
2024-02-19,0.17764382
2024-02-20,0.17716324
2024-02-21,0.17744484
2024-02-22,0.1771339
2024-02-23,0.17714075
2024-02-26,0.17634336
2024-02-27,0.17634727
2024-02-28,0.17646901
2024-02-29,0.17663963
2024-03-01,0.17674425
2024-03-04,0.17639372
2024-03-05,0.17645825
2024-03-06,0.17664648
2024-03-07,0.17684594
2024-03-08,0.17665283
2024-03-11,0.17693248
2024-03-12,0.17698235
2024-03-13,0.17715981
2024-03-14,0.17728937
2024-03-15,0.17735146
2024-03-18,0.17755044
2024-03-20,0.17729915
2024-03-21,0.17740084
2024-03-22,0.17757489
2024-03-25,0.17774013
2024-03-26,0.17747173
2024-03-27,0.17763502
2024-04-01,0.17741795
2024-04-02,0.17727862
2024-04-03,0.17740035
2024-04-04,0.17722093
2024-04-05,0.17703124
2024-04-08,0.17711386
2024-04-09,0.17688652
2024-04-10,0.17710261
2024-04-11,0.1769227
2024-04-12,0.17737297
2024-04-15,0.17744288
2024-04-16,0.17741453
