# Fecha,IDI
2024-04-17,0.17745609
2024-04-18,0.17759835
2024-04-22,0.17767462
2024-04-23,0.17771618
2024-04-24,0.17789756
2024-04-25,0.17807063
2024-04-26,0.17810974
2024-04-29,0.17811609
2024-04-30,0.17808578
2024-05-02,0.17831458
2024-05-03,0.17849499
2024-05-06,0.17886166
2024-05-07,0.17881961
2024-05-08,0.17875019
2024-05-09,0.17885139
2024-05-10,0.17886948
2024-05-14,0.17898486
2024-05-15,0.17891055
2024-05-16,0.17895601
2024-05-17,0.17906504
2024-05-20,0.17879712
2024-05-21,0.17879028
2024-05-22,0.17873454
2024-05-23,0.17867343
2024-05-24,0.17855365
2024-05-27,0.17850965
2024-05-28,0.17850476
2024-05-29,0.17849694
2024-05-30,0.17850232
2024-05-31,0.17862845
2024-06-04,0.17861477
2024-06-05,0.17864605
2024-06-06,0.17856392
2024-06-07,0.1783889
2024-06-10,0.17834245
2024-06-11,0.17820214
2024-06-12,0.17814592
2024-06-13,0.17820067
2024-06-14,0.1781024
2024-06-18,0.17804374
2024-06-19,0.17792787
2024-06-20,0.17787507
2024-06-21,0.17785453
2024-06-25,0.17782324
2024-06-26,0.17778902
2024-06-27,0.17787116
2024-06-28,0.17799925
2024-07-01,0.17818356
2024-07-02,0.17822707
2024-07-03,0.17828623
2024-07-04,0.17833854
2024-07-08,0.17850672
2024-07-09,0.17839183
2024-07-10,0.17847396
2024-07-11,0.1785121
2024-07-12,0.17859472
2024-07-15,0.17856539
2024-07-16,0.17844854
2024-07-17,0.17847592
2024-07-18,0.17864557
2024-07-19,0.17880055
2024-07-22,0.17896775
2024-07-23,0.1786001
2024-07-25,0.17873503
2024-07-26,0.17883623
2024-07-29,0.17897166
2024-07-30,0.17897948
2024-07-31,0.17899806
2024-08-01,0.17911539
2024-08-02,0.17914228
2024-08-05,0.17920682
2024-08-06,0.17919313
2024-08-07,0.17924935
2024-08-08,0.17932953
2024-08-09,0.1793398
2024-08-12,0.17925717
2024-08-13,0.17908459
2024-08-14,0.17920975
2024-08-15,0.17900001
2024-08-16,0.17931095
2024-08-20,0.17935006
2024-08-21,0.17934126
2024-08-22,0.17917211
2024-08-23,0.17940824
2024-08-26,0.17888072
2024-08-27,0.17875606
2024-08-28,0.17887828
2024-08-29,0.17889588
2024-08-30,0.1790621
2024-09-02,0.17915744
2024-09-03,0.17912419
2024-09-04,0.17912664
2024-09-05,0.17914864
2024-09-06,0.17934909
2024-09-09,0.17940384
2024-09-10,0.179353
2024-09-11,0.17945469
2024-09-12,0.17958229
2024-09-13,0.17962482
2024-09-17,0.17979154
2024-09-18,0.17976758
2024-09-19,0.17981011
2024-09-20,0.17991963
2024-09-23,0.18002572
2024-09-24,0.17997683
2024-09-25,0.1799646
2024-09-26,0.18016114
2024-09-27,0.1802335
2024-09-30,0.18044421
2024-10-01,0.18051314
2024-10-02,0.18049359
2024-10-03,0.18079915
2024-10-04,0.18082017
2024-10-07,0.18106608
2024-10-08,0.18108515
2024-10-09,0.18125284
2024-10-10,0.18347976
2024-10-11,0.18406985
2024-10-14,0.19011015
2024-10-15,0.19012139
2024-10-16,0.19026757
2024-10-17,0.19072567
2024-10-18,0.19132603
2024-10-21,0.19149959
2024-10-22,0.19155532
2024-10-23,0.19224808
2024-10-24,0.19292618
2024-10-25,0.19986164
2024-10-28,0.20065659
2024-10-29,0.2040456
2024-10-30,0.20643874
2024-10-31,0.20808436
2024-11-01,0.20880744
2024-11-05,0.20952514
2024-11-06,0.21246193
2024-11-07,0.21404888
2024-11-08,0.21602353
2024-11-11,0.21855307
2024-11-12,0.21880191
2024-11-13,0.21965504
2024-11-14,0.22026175
2024-11-15,0.22248134
2024-11-19,0.22386198
2024-11-20,0.22411424
2024-11-21,0.22517906
2024-11-22,0.22649174
2024-11-25,0.227911
2024-11-26,0.22803371
2024-11-27,0.22857639
2024-11-28,0.22907359
2024-11-29,0.23131469
2024-12-02,0.23275008
2024-12-03,0.23334604
2024-12-04,0.23396156
2024-12-05,0.23524785
2024-12-06,0.23626572
2024-12-09,0.23853322
2024-12-10,0.23892042
2024-12-11,0.24010159
2024-12-12,0.2418841
2024-12-13,0.24399173
2024-12-16,0.24607002
2024-12-17,0.24626118
2024-12-18,0.2470967
2024-12-19,0.24911388
2024-12-20,0.25104941
2024-12-23,0.25197538
2024-12-26,0.25246525
2024-12-27,0.25308077
2024-12-30,0.25390505
2025-01-02,0.25435776
2025-01-03,0.25702322
2025-01-07,0.25917289
2025-01-08,0.2594584
2025-01-09,0.26049633
2025-01-10,0.26328058
2025-01-14,0.26341209
2025-01-15,0.26382814
2025-01-16,0.26580915
2025-01-17,0.26771877
2025-01-20,0.26845847
2025-01-21,0.26881976
2025-01-22,0.27035831
2025-01-23,0.27261309
2025-01-24,0.27516464
2025-01-27,0.27696963
2025-01-28,0.27796698
2025-01-29,0.28012398
2025-01-30,0.28059088
2025-01-31,0.28339567
2025-02-03,0.28572818
2025-02-04,0.28620095
2025-02-05,0.2874398
2025-02-06,0.29069927
2025-02-07,0.29402962
2025-02-10,0.29588448
2025-02-11,0.29599057
2025-02-12,0.29836171
2025-02-13,0.29991835
2025-02-14,0.30224794
2025-02-17,0.30346089
2025-02-18,0.30360315
2025-02-19,0.30401138
2025-02-20,0.30561153
2025-02-21,0.30901326
2025-02-24,0.31002723
2025-02-25,0.31041786
2025-02-26,0.31298602
2025-02-27,0.31406892
2025-02-28,0.31409728
2025-03-05,0.31526085
2025-03-06,0.31588272
2025-03-07,0.3165398
2025-03-10,0.31908303
2025-03-11,0.31981099
2025-03-12,0.32084598
2025-03-13,0.32391331
2025-03-14,0.32480603
2025-03-17,0.32539515
2025-03-18,0.32652303
2025-03-20,0.33066103
2025-03-21,0.33175567
2025-03-24,0.33397183
2025-03-25,0.33437272
2025-03-26,0.33586776
2025-03-27,0.33742929
2025-03-28,0.33948216
2025-03-31,0.34010648
2025-04-01,0.3411312
2025-04-02,0.34229526
2025-04-03,0.34344514
2025-04-04,0.34508734
2025-04-07,0.35291161
2025-04-08,0.35864146
2025-04-09,0.36314467
2025-04-10,0.37059445
2025-04-11,0.37774258
2025-04-14,0.38311504
2025-04-15,0.38422923
2025-04-16,0.39006175
2025-04-21,0.39580822
2025-04-22,0.39972671
2025-04-23,0.40274563
2025-04-24,0.40782721
2025-04-25,0.41272691
2025-04-28,0.4210083
2025-04-29,0.4236586
2025-04-30,0.42458798
2025-05-02,0.42811585
2025-05-05,0.43335876
2025-05-06,0.43375916
2025-05-07,0.44592726
2025-05-08,0.44937495
2025-05-09,0.45384589
2025-05-12,0.45491413
2025-05-13,0.4549767
2025-05-14,0.45750576
2025-05-15,0.46032228
2025-05-16,0.46114558
2025-05-19,0.46329134
2025-05-20,0.46348396
2025-05-21,0.46374405
2025-05-22,0.46427988
2025-05-23,0.46454242
2025-05-26,0.46486069
2025-05-27,0.46561701
2025-05-28,0.4683866
2025-05-29,0.47193157
2025-05-30,0.47353222
2025-06-03,0.4757562
2025-06-04,0.47627834
2025-06-05,0.47864312
2025-06-06,0.48162587
2025-06-09,0.48445364
2025-06-10,0.48461546
2025-06-11,0.48741976
2025-06-12,0.49055504
2025-06-13,0.49418557
2025-06-17,0.49944022
2025-06-18,0.50262439
2025-06-19,0.50715742
2025-06-20,0.5111072
2025-06-25,0.51555272
2025-06-26,0.51905223
2025-06-27,0.52244271
2025-06-30,0.52617054
2025-07-01,0.52893084
2025-07-02,0.53279017
2025-07-03,0.53667151
2025-07-04,0.54050689
2025-07-07,0.54471969
2025-07-08,0.54818693
2025-07-09,0.55161262
2025-07-10,0.55612023
2025-07-11,0.55935182
2025-07-14,0.56383205
2025-07-15,0.56635817
2025-07-16,0.57112245
2025-07-17,0.57398004
2025-07-18,0.5783009
2025-07-21,0.5824917
2025-07-22,0.58504178
2025-07-23,0.58874613
2025-07-25,0.59325863
2025-07-28,0.59728272
2025-07-29,0.60056223
2025-07-30,0.60560273
2025-07-31,0.60872384
2025-08-01,0.61319478
2025-08-04,0.61737728
2025-08-05,0.62143266
2025-08-06,0.62696303
2025-08-07,0.63093579
2025-08-08,0.63588194
2025-08-11,0.64105885
2025-08-12,0.64682047
2025-08-13,0.65275223
2025-08-14,0.65747153
2025-08-15,0.66313636
2025-08-19,0.66926319
2025-08-20,0.67530201
2025-08-21,0.68152711
2025-08-22,0.68767936
2025-08-25,0.6936649
2025-08-26,0.69930577
2025-08-27,0.705833
2025-08-28,0.71254113
2025-08-29,0.71907863
2025-09-01,0.72573493
2025-09-02,0.73073975
2025-09-03,0.73722982
2025-09-04,0.74195988
2025-09-05,0.74713679
2025-09-08,0.75295072
2025-09-09,0.75770131
2025-09-10,0.7645038
2025-09-11,0.77112734
2025-09-12,0.77699506
2025-09-16,0.78442137
2025-09-17,0.79146194
2025-09-18,0.80006356
2025-09-19,0.8086813
2025-09-22,0.81441751
2025-09-23,0.82337552
2025-09-24,0.83100424
2025-09-25,0.8401451
2025-09-26,0.84938668
2025-09-29,0.85872946
2025-09-30,0.868347
2025-10-01,0.87722777
2025-10-02,0.88638428
2025-10-03,0.8953467
2025-10-06,0.90640257
2025-10-07,0.91564757
2025-10-08,0.92527928
2025-10-09,0.93557883
2025-10-10,0.94503161
2025-10-13,0.95456261
2025-10-14,0.96432339
2025-10-15,0.97342466
2025-10-16,0.98495915
2025-10-17,0.99608395
2025-10-20,1.00553624
2025-10-21,1.01638189
2025-10-22,1.02806011
2025-10-23,1.03882167
2025-10-24,1.04828325
2025-10-27,1.05782843
2025-10-28,1.06662169
2025-10-29,1.07495099
2025-10-30,1.08409381
2025-10-31,1.09339308
2025-11-03,1.09493945
2025-11-04,1.09696347
2025-11-05,1.10554016
2025-11-06,1.11251277
2025-11-07,1.11702478
2025-11-10,1.12957275
2025-11-11,1.12980547
2025-11-12,1.13934869
2025-11-13,1.14185086
2025-11-14,1.14827445
2025-11-17,1.15604103
2025-11-18,1.15789296
2025-11-19,1.16234973
2025-11-20,1.17491628
2025-11-21,1.18106217
2025-11-25,1.18855448
2025-11-26,1.19081416
2025-11-27,1.19608298
2025-11-28,1.20106628
2025-12-01,1.2090382
2025-12-02,1.20956034
2025-12-03,1.21832035
2025-12-04,1.23146087
2025-12-05,1.24604851
2025-12-09,1.26099989
2025-12-10,1.28141075
2025-12-11,1.29589475
2025-12-12,1.30901522
2025-12-15,1.32387469
2025-12-16,1.3375481
2025-12-17,1.35216996
2025-12-18,1.36676836
2025-12-19,1.38119026
2025-12-22,1.39531737
2025-12-23,1.41021399
2025-12-26,1.4244066
2025-12-29,1.44209237
2025-12-30,1.45760598
2026-01-02,1.47338653
2026-01-05,1.48956259
2026-01-06,1.50655168
2026-01-07,1.52477181
2026-01-08,1.56951008
2026-01-09,1.59081171
2026-01-13,1.61518654
2026-01-14,1.64493334
2026-01-15,1.65808412
2026-01-16,1.67076116
2026-01-20,1.68427714
2026-01-21,1.69775108
2026-01-22,1.71077573
2026-01-23,1.7243626
2026-01-26,1.73827899
2026-01-27,1.75476403
2026-01-28,1.76730859
2026-01-29,1.77792591
2026-01-30,1.79574417
2026-02-02,1.81015434
2026-02-03,1.81920525
2026-02-04,1.83375867
2026-02-05,1.85026229
2026-02-06,1.86321409
2026-02-09,1.8706668
2026-02-10,1.8835746
2026-02-11,1.90052654
2026-02-12,1.90812885
2026-02-13,1.92243978
2026-02-18,1.93781943
2026-02-19,1.94944633
2026-02-20,1.96699129
2026-02-23,1.98174369
2026-02-24,1.99165261
2026-02-25,2.00977643
2026-02-26,2.02424674
2026-02-27,2.04044089
2026-03-02,2.05329588
2026-03-03,2.06253551
2026-03-04,2.08109835
2026-03-05,2.09212831
2026-03-06,2.10719164
2026-03-09,2.11772781
2026-03-10,2.13276377
2026-03-11,2.14236126
2026-03-12,2.15585818
2026-03-13,2.16706854
2026-03-16,2.18440524
2026-03-17,2.19205057
2026-03-18,2.20739502
2026-03-20,2.22571635
2026-03-23,2.23461913
2026-03-24,2.24623918
2026-03-25,2.26196301
2026-03-26,2.28118977
2026-03-27,2.29054282
2026-03-30,2.30611852
2026-03-31,2.31672656
2026-04-01,2.31695829
2026-04-06,2.3176535
2026-04-07,2.31997086
2026-04-08,2.32229067
2026-04-09,2.32693517
2026-04-10,2.32926182
2026-04-13,2.33275546
2026-04-14,2.33508798
2026-04-15,2.3397579
2026-04-16,2.34560704
2026-04-17,2.34795226
2026-04-20,2.3526481
2026-04-21,2.35500066
2026-04-22,2.36018148
2026-04-23,2.36301365
2026-04-24,2.36561261
2026-04-27,2.36987039
2026-04-28,2.37224007
2026-04-29,2.3769843
2026-04-30,2.38150022
2026-05-04,2.39340725
2026-05-05,2.39580039
2026-05-06,2.41209183
2026-05-07,2.4289763
2026-05-08,2.44379324
2026-05-11,2.44672563
2026-05-12,2.468501
2026-05-13,2.48652068
2026-05-14,2.49721232
2026-05-15,2.518688
2026-05-19,2.53228857
